listing_id,title,property_type,bedrooms,bathrooms,area_sqft,price_aed,price_per_sqft,location,building,developer,agent_id,listing_status,listing_date,last_updated,views_count,furnished,parking_spaces,balcony,gym_access,pool_access,security,description
LST-005128,3BR Villa in The Address,villa,3,4,2113,4480342,2120,Downtown Dubai,The Address,Nakheel,Michael Brown,under_contract,2024-09-09,2025-08-31,1099,False,1,False,True,True,True,"Beautiful 3-bedroom villa in prestigious The Address, Downtown Dubai. Features 4 bathrooms, 2113 sqft of living space. Perfect for families."
LST-005129,2BR Penthouse in Palm Tower,penthouse,2,4,1615,5663315,3506,Palm Jumeirah,Palm Tower,Emaar Properties,Abdullah Al Muhairi,sold,2025-01-07,2025-08-31,1546,True,2,False,False,True,True,"Beautiful 2-bedroom penthouse in prestigious Palm Tower, Palm Jumeirah. Features 4 bathrooms, 1615 sqft of living space. Perfect for professionals."
LST-005130,7BR Villa in DIFC Central,villa,7,9,3697,5925863,1602,DIFC,DIFC Central,Emaar Properties,Michael Brown,under_contract,2025-06-18,2025-08-31,911,False,3,False,True,True,False,"Beautiful 7-bedroom villa in prestigious DIFC Central, DIFC. Features 9 bathrooms, 3697 sqft of living space. Perfect for families."
LST-005131,1BR Apartment in Ranches Residences,apartment,1,3,1247,1347787,1080,Arabian Ranches,Ranches Residences,Azizi Developments,Ali Hassan,under_contract,2025-06-05,2025-08-31,227,False,3,True,True,False,True,"Beautiful 1-bedroom apartment in prestigious Ranches Residences, Arabian Ranches. Features 3 bathrooms, 1247 sqft of living space. Perfect for professionals."
LST-005132,3BR Townhouse in DIFC Residences,townhouse,3,3,1153,2229287,1933,DIFC,DIFC Residences,Deyaar Development,Abdullah Al Muhairi,under_contract,2024-10-17,2025-08-31,1841,False,2,False,False,False,False,"Beautiful 3-bedroom townhouse in prestigious DIFC Residences, DIFC. Features 3 bathrooms, 1153 sqft of living space. Perfect for families."
LST-005133,4BR Townhouse in DIFC Views,townhouse,4,4,2259,3918770,1734,DIFC,DIFC Views,Deyaar Development,Emily Chen,sold,2024-10-01,2025-08-31,691,True,3,False,False,True,True,"Beautiful 4-bedroom townhouse in prestigious DIFC Views, DIFC. Features 4 bathrooms, 2259 sqft of living space. Perfect for families."
LST-005134,4BR Townhouse in The Residences,townhouse,4,5,2181,3104970,1423,Downtown Dubai,The Residences,Omniyat,Sarah Johnson,under_contract,2025-02-22,2025-08-31,876,False,3,True,True,False,False,"Beautiful 4-bedroom townhouse in prestigious The Residences, Downtown Dubai. Features 5 bathrooms, 2181 sqft of living space. Perfect for families."
LST-005135,5BR Townhouse in JBR Heights,townhouse,5,5,2136,2845449,1332,JBR,JBR Heights,Select Group,Lisa Thompson,sold,2025-05-26,2025-08-31,1146,False,0,True,False,True,True,"Beautiful 5-bedroom townhouse in prestigious JBR Heights, JBR. Features 5 bathrooms, 2136 sqft of living space. Perfect for families."
LST-005136,1BR Apartment in JBR Views,apartment,1,3,1055,875759,830,JBR,JBR Views,Azizi Developments,Mohammed Al Rashid,under_contract,2025-01-23,2025-08-31,1285,True,1,False,False,True,True,"Beautiful 1-bedroom apartment in prestigious JBR Views, JBR. Features 3 bathrooms, 1055 sqft of living space. Perfect for professionals."
LST-005137,1BR Studio in Hills Views,studio,1,3,1014,773439,762,Emirates Hills,Hills Views,Emaar Properties,Sarah Johnson,under_contract,2025-03-31,2025-08-31,545,True,2,True,False,True,False,"Beautiful 1-bedroom studio in prestigious Hills Views, Emirates Hills. Features 3 bathrooms, 1014 sqft of living space. Perfect for professionals."
LST-005138,7BR Villa in Burj Vista,villa,7,7,2193,4377007,1995,Downtown Dubai,Burj Vista,Damac Properties,Jennifer Smith,withdrawn,2024-11-11,2025-08-31,1005,True,2,True,False,False,True,"Beautiful 7-bedroom villa in prestigious Burj Vista, Downtown Dubai. Features 7 bathrooms, 2193 sqft of living space. Perfect for families."
LST-005139,4BR Townhouse in Palm Gardens,townhouse,4,6,2395,3415689,1426,Palm Jumeirah,Palm Gardens,Emaar Properties,Emily Chen,active,2025-06-27,2025-08-31,179,True,1,True,False,True,False,"Beautiful 4-bedroom townhouse in prestigious Palm Gardens, Palm Jumeirah. Features 6 bathrooms, 2395 sqft of living space. Perfect for families."
LST-005140,3BR Townhouse in Ranches Heights,townhouse,3,4,2478,4378446,1766,Arabian Ranches,Ranches Heights,Azizi Developments,Jennifer Smith,under_contract,2024-12-22,2025-08-31,693,True,2,False,False,False,True,"Beautiful 3-bedroom townhouse in prestigious Ranches Heights, Arabian Ranches. Features 4 bathrooms, 2478 sqft of living space. Perfect for families."
LST-005141,1BR Studio in Jumeirah Central,studio,1,3,2284,1500000,656,Jumeirah,Jumeirah Central,Select Group,Rachel Green,under_contract,2025-06-10,2025-08-31,1883,True,3,False,False,True,False,"Beautiful 1-bedroom studio in prestigious Jumeirah Central, Jumeirah. Features 3 bathrooms, 2284 sqft of living space. Perfect for professionals."
LST-005142,5BR Villa in JBR Views,villa,5,6,1683,4197149,2493,JBR,JBR Views,Select Group,Abdullah Al Muhairi,sold,2025-05-16,2025-08-31,1928,False,3,False,False,True,False,"Beautiful 5-bedroom villa in prestigious JBR Views, JBR. Features 6 bathrooms, 1683 sqft of living space. Perfect for families."
LST-005143,2BR Apartment in Palm Tower,apartment,2,3,1366,1705089,1248,Palm Jumeirah,Palm Tower,Union Properties,Mohammed Al Rashid,active,2025-01-17,2025-08-31,1699,True,1,False,False,False,False,"Beautiful 2-bedroom apartment in prestigious Palm Tower, Palm Jumeirah. Features 3 bathrooms, 1366 sqft of living space. Perfect for professionals."
LST-005144,5BR Penthouse in Hills Heights,penthouse,5,5,1878,5545043,2952,Emirates Hills,Hills Heights,Meraas,Amanda Davis,sold,2025-02-27,2025-08-31,1791,False,0,True,False,True,True,"Beautiful 5-bedroom penthouse in prestigious Hills Heights, Emirates Hills. Features 5 bathrooms, 1878 sqft of living space. Perfect for families."
LST-005145,0BR Studio in JBR Residences,studio,0,0,1592,1338625,840,JBR,JBR Residences,Dubai Properties,Abdullah Al Muhairi,sold,2025-04-08,2025-08-31,435,True,3,True,False,False,True,"Beautiful 0-bedroom studio in prestigious JBR Residences, JBR. Features 0 bathrooms, 1592 sqft of living space. Perfect for professionals."
LST-005146,2BR Penthouse in DIFC Residences,penthouse,2,4,1702,4803357,2822,DIFC,DIFC Residences,Union Properties,Abdullah Al Muhairi,under_contract,2024-12-09,2025-08-31,832,True,0,True,False,True,True,"Beautiful 2-bedroom penthouse in prestigious DIFC Residences, DIFC. Features 4 bathrooms, 1702 sqft of living space. Perfect for professionals."
LST-005147,3BR Townhouse in Marina Promenade,townhouse,3,3,1873,3711479,1981,Dubai Marina,Marina Promenade,Omniyat,Abdullah Al Muhairi,active,2025-04-15,2025-08-31,152,False,1,True,True,False,True,"Beautiful 3-bedroom townhouse in prestigious Marina Promenade, Dubai Marina. Features 3 bathrooms, 1873 sqft of living space. Perfect for families."
LST-005148,2BR Penthouse in DIFC Residences,penthouse,2,3,1417,3239150,2285,DIFC,DIFC Residences,Azizi Developments,Fatima Al Qassimi,withdrawn,2025-06-09,2025-08-31,1004,False,3,True,True,True,True,"Beautiful 2-bedroom penthouse in prestigious DIFC Residences, DIFC. Features 3 bathrooms, 1417 sqft of living space. Perfect for professionals."
LST-005149,6BR Villa in Bay Square,villa,6,7,3572,5592002,1565,Business Bay,Bay Square,Deyaar Development,Abdullah Al Muhairi,withdrawn,2025-01-15,2025-08-31,951,False,1,True,True,True,True,"Beautiful 6-bedroom villa in prestigious Bay Square, Business Bay. Features 7 bathrooms, 3572 sqft of living space. Perfect for families."
LST-005150,3BR Townhouse in Hills Central,townhouse,3,5,1975,4153435,2103,Emirates Hills,Hills Central,Union Properties,Omar Al Zaabi,withdrawn,2025-06-28,2025-08-31,1841,True,1,False,False,False,True,"Beautiful 3-bedroom townhouse in prestigious Hills Central, Emirates Hills. Features 5 bathrooms, 1975 sqft of living space. Perfect for families."
LST-005151,4BR Townhouse in JBR Heights,townhouse,4,6,2678,3115977,1163,JBR,JBR Heights,Omniyat,Lisa Thompson,sold,2025-02-27,2025-08-31,1504,True,0,False,False,False,False,"Beautiful 4-bedroom townhouse in prestigious JBR Heights, JBR. Features 6 bathrooms, 2678 sqft of living space. Perfect for families."
LST-005152,1BR Studio in Palm Residences,studio,1,1,1584,1130175,713,Palm Jumeirah,Palm Residences,Damac Properties,Mohammed Al Rashid,active,2024-09-19,2025-08-31,460,False,1,False,True,False,True,"Beautiful 1-bedroom studio in prestigious Palm Residences, Palm Jumeirah. Features 1 bathrooms, 1584 sqft of living space. Perfect for professionals."
LST-005153,1BR Apartment in Jumeirah Heights,apartment,1,3,1586,1452911,916,Jumeirah,Jumeirah Heights,Union Properties,Sarah Johnson,active,2024-11-10,2025-08-31,1138,False,1,True,True,False,False,"Beautiful 1-bedroom apartment in prestigious Jumeirah Heights, Jumeirah. Features 3 bathrooms, 1586 sqft of living space. Perfect for professionals."
LST-005154,3BR Penthouse in Jumeirah Views,penthouse,3,4,1203,3165312,2631,Jumeirah,Jumeirah Views,Sobha Realty,Sarah Johnson,active,2025-02-07,2025-08-31,244,False,3,True,True,True,True,"Beautiful 3-bedroom penthouse in prestigious Jumeirah Views, Jumeirah. Features 4 bathrooms, 1203 sqft of living space. Perfect for families."
LST-005155,2BR Apartment in JBR Central,apartment,2,2,1471,1647040,1119,JBR,JBR Central,Nakheel,Lisa Thompson,sold,2025-01-06,2025-08-31,221,False,2,True,False,True,False,"Beautiful 2-bedroom apartment in prestigious JBR Central, JBR. Features 2 bathrooms, 1471 sqft of living space. Perfect for professionals."
LST-005156,4BR Townhouse in Palm Residences,townhouse,4,6,2861,4432069,1549,Palm Jumeirah,Palm Residences,Dubai Properties,Abdullah Al Muhairi,active,2025-07-16,2025-08-31,1324,False,0,True,True,True,False,"Beautiful 4-bedroom townhouse in prestigious Palm Residences, Palm Jumeirah. Features 6 bathrooms, 2861 sqft of living space. Perfect for families."
LST-005157,1BR Apartment in Ranches Residences,apartment,1,3,2124,2391351,1125,Arabian Ranches,Ranches Residences,Al Habtoor Group,David Wilson,withdrawn,2025-03-19,2025-08-31,347,False,0,True,True,False,True,"Beautiful 1-bedroom apartment in prestigious Ranches Residences, Arabian Ranches. Features 3 bathrooms, 2124 sqft of living space. Perfect for professionals."
LST-005158,0BR Studio in JBR Heights,studio,0,1,1083,908883,839,JBR,JBR Heights,Al Habtoor Group,Emily Chen,withdrawn,2025-03-24,2025-08-31,659,True,1,False,True,True,True,"Beautiful 0-bedroom studio in prestigious JBR Heights, JBR. Features 1 bathrooms, 1083 sqft of living space. Perfect for professionals."
LST-005159,4BR Apartment in Marina Heights 2,apartment,4,4,2567,2976921,1159,Dubai Marina,Marina Heights 2,Select Group,Mohammed Al Rashid,under_contract,2024-10-23,2025-08-31,146,False,0,True,False,True,False,"Beautiful 4-bedroom apartment in prestigious Marina Heights 2, Dubai Marina. Features 4 bathrooms, 2567 sqft of living space. Perfect for families."
LST-005160,3BR Apartment in Bay Central,apartment,3,4,2764,2865365,1036,Business Bay,Bay Central,Sobha Realty,Ahmed Al Mansouri,active,2024-10-21,2025-08-31,262,False,2,False,True,True,False,"Beautiful 3-bedroom apartment in prestigious Bay Central, Business Bay. Features 4 bathrooms, 2764 sqft of living space. Perfect for families."
LST-005161,3BR Villa in Ranches Central,villa,3,5,2374,4072410,1715,Arabian Ranches,Ranches Central,Deyaar Development,Fatima Al Qassimi,withdrawn,2025-04-28,2025-08-31,208,False,2,True,True,False,True,"Beautiful 3-bedroom villa in prestigious Ranches Central, Arabian Ranches. Features 5 bathrooms, 2374 sqft of living space. Perfect for families."
LST-005162,2BR Apartment in The Residences,apartment,2,3,1052,1293898,1229,Downtown Dubai,The Residences,Dubai Properties,Fatima Al Qassimi,under_contract,2024-12-13,2025-08-31,656,False,0,True,False,True,True,"Beautiful 2-bedroom apartment in prestigious The Residences, Downtown Dubai. Features 3 bathrooms, 1052 sqft of living space. Perfect for professionals."
LST-005163,6BR Villa in DIFC Views,villa,6,8,3407,6836154,2006,DIFC,DIFC Views,Meraas,Aisha Al Falasi,withdrawn,2025-06-08,2025-08-31,1767,False,1,False,True,False,True,"Beautiful 6-bedroom villa in prestigious DIFC Views, DIFC. Features 8 bathrooms, 3407 sqft of living space. Perfect for families."
LST-005164,4BR Penthouse in Palm Gardens,penthouse,4,6,3058,4571029,1494,Palm Jumeirah,Palm Gardens,Azizi Developments,Khalid Al Suwaidi,withdrawn,2025-08-07,2025-08-31,1948,False,2,False,False,True,False,"Beautiful 4-bedroom penthouse in prestigious Palm Gardens, Palm Jumeirah. Features 6 bathrooms, 3058 sqft of living space. Perfect for families."
LST-005165,1BR Studio in JBR Central,studio,1,3,841,687022,816,JBR,JBR Central,Azizi Developments,David Wilson,under_contract,2025-03-31,2025-08-31,1588,True,1,False,True,False,False,"Beautiful 1-bedroom studio in prestigious JBR Central, JBR. Features 3 bathrooms, 841 sqft of living space. Perfect for professionals."
LST-005166,1BR Apartment in DIFC Heights,apartment,1,3,1347,1581073,1173,DIFC,DIFC Heights,Union Properties,Ali Hassan,withdrawn,2025-08-09,2025-08-31,1614,False,0,False,True,True,True,"Beautiful 1-bedroom apartment in prestigious DIFC Heights, DIFC. Features 3 bathrooms, 1347 sqft of living space. Perfect for professionals."
LST-005167,1BR Studio in Hills Views,studio,1,3,811,544566,671,Emirates Hills,Hills Views,Binghatti Developers,Ahmed Al Mansouri,under_contract,2025-08-06,2025-08-31,1928,False,2,False,True,True,True,"Beautiful 1-bedroom studio in prestigious Hills Views, Emirates Hills. Features 3 bathrooms, 811 sqft of living space. Perfect for professionals."
LST-005168,6BR Penthouse in DIFC Central,penthouse,6,7,1854,5376586,2899,DIFC,DIFC Central,Dubai Properties,Ahmed Al Mansouri,sold,2025-04-27,2025-08-31,1321,True,0,False,False,False,False,"Beautiful 6-bedroom penthouse in prestigious DIFC Central, DIFC. Features 7 bathrooms, 1854 sqft of living space. Perfect for families."
LST-005169,5BR Townhouse in Marina Promenade,townhouse,5,6,2795,4601943,1646,Dubai Marina,Marina Promenade,Select Group,Sarah Johnson,withdrawn,2024-12-19,2025-08-31,422,True,3,True,True,True,False,"Beautiful 5-bedroom townhouse in prestigious Marina Promenade, Dubai Marina. Features 6 bathrooms, 2795 sqft of living space. Perfect for families."
LST-005170,0BR Studio in Bay Residences,studio,0,2,1753,1500000,855,Business Bay,Bay Residences,Union Properties,Aisha Al Falasi,under_contract,2024-12-28,2025-08-31,987,False,3,False,True,True,False,"Beautiful 0-bedroom studio in prestigious Bay Residences, Business Bay. Features 2 bathrooms, 1753 sqft of living space. Perfect for professionals."
LST-005171,3BR Apartment in Jumeirah Heights,apartment,3,5,2561,2382050,930,Jumeirah,Jumeirah Heights,Union Properties,David Wilson,withdrawn,2025-08-10,2025-08-31,174,False,2,True,False,True,False,"Beautiful 3-bedroom apartment in prestigious Jumeirah Heights, Jumeirah. Features 5 bathrooms, 2561 sqft of living space. Perfect for families."
LST-005172,4BR Townhouse in Ranches Heights,townhouse,4,4,2306,3578543,1551,Arabian Ranches,Ranches Heights,Union Properties,Fatima Al Qassimi,under_contract,2024-11-06,2025-08-31,1221,False,0,True,True,False,True,"Beautiful 4-bedroom townhouse in prestigious Ranches Heights, Arabian Ranches. Features 4 bathrooms, 2306 sqft of living space. Perfect for families."
LST-005173,6BR Villa in Jumeirah Heights,villa,6,7,2332,5093824,2184,Jumeirah,Jumeirah Heights,Deyaar Development,Sarah Johnson,sold,2024-10-21,2025-08-31,968,True,0,False,False,False,True,"Beautiful 6-bedroom villa in prestigious Jumeirah Heights, Jumeirah. Features 7 bathrooms, 2332 sqft of living space. Perfect for families."
LST-005174,0BR Studio in Marina Heights 2,studio,0,0,582,390734,671,Dubai Marina,Marina Heights 2,Dubai Properties,Fatima Al Qassimi,active,2025-08-20,2025-08-31,69,True,0,False,False,True,True,"Beautiful 0-bedroom studio in prestigious Marina Heights 2, Dubai Marina. Features 0 bathrooms, 582 sqft of living space. Perfect for professionals."
LST-005175,4BR Villa in Bay Residences,villa,4,6,3140,4045838,1288,Business Bay,Bay Residences,Dubai Properties,Mohammed Al Rashid,sold,2025-06-24,2025-08-31,1342,False,1,True,False,True,True,"Beautiful 4-bedroom villa in prestigious Bay Residences, Business Bay. Features 6 bathrooms, 3140 sqft of living space. Perfect for families."
LST-005176,4BR Apartment in Ranches Central,apartment,4,5,1977,1825906,923,Arabian Ranches,Ranches Central,Union Properties,David Wilson,sold,2025-06-08,2025-08-31,662,False,2,True,False,True,False,"Beautiful 4-bedroom apartment in prestigious Ranches Central, Arabian Ranches. Features 5 bathrooms, 1977 sqft of living space. Perfect for families."
LST-005177,0BR Studio in Hills Heights,studio,0,2,1259,977831,776,Emirates Hills,Hills Heights,Nakheel,Omar Al Zaabi,active,2024-10-22,2025-08-31,762,True,1,True,False,False,False,"Beautiful 0-bedroom studio in prestigious Hills Heights, Emirates Hills. Features 2 bathrooms, 1259 sqft of living space. Perfect for professionals."
LST-005178,4BR Apartment in Ranches Residences,apartment,4,5,2894,3761435,1299,Arabian Ranches,Ranches Residences,Deyaar Development,Fatima Al Qassimi,active,2024-10-17,2025-08-31,69,False,0,False,True,False,False,"Beautiful 4-bedroom apartment in prestigious Ranches Residences, Arabian Ranches. Features 5 bathrooms, 2894 sqft of living space. Perfect for families."
LST-005179,2BR Apartment in Bay Square,apartment,2,2,1273,1506792,1183,Business Bay,Bay Square,Damac Properties,Emily Chen,active,2025-03-13,2025-08-31,81,True,2,False,True,True,False,"Beautiful 2-bedroom apartment in prestigious Bay Square, Business Bay. Features 2 bathrooms, 1273 sqft of living space. Perfect for professionals."
LST-005180,5BR Villa in Downtown Views,villa,5,6,3139,6000614,1911,Downtown Dubai,Downtown Views,Binghatti Developers,Michael Brown,withdrawn,2024-12-16,2025-08-31,1124,False,0,False,False,False,False,"Beautiful 5-bedroom villa in prestigious Downtown Views, Downtown Dubai. Features 6 bathrooms, 3139 sqft of living space. Perfect for families."
LST-005181,4BR Townhouse in Hills Views,townhouse,4,6,3168,4477291,1413,Emirates Hills,Hills Views,Omniyat,Aisha Al Falasi,withdrawn,2025-02-14,2025-08-31,1031,True,3,True,False,False,False,"Beautiful 4-bedroom townhouse in prestigious Hills Views, Emirates Hills. Features 6 bathrooms, 3168 sqft of living space. Perfect for families."
LST-005182,4BR Villa in Hills Residences,villa,4,4,2875,5486743,1908,Emirates Hills,Hills Residences,Al Habtoor Group,Abdullah Al Muhairi,sold,2025-01-13,2025-08-31,1848,False,1,True,False,False,True,"Beautiful 4-bedroom villa in prestigious Hills Residences, Emirates Hills. Features 4 bathrooms, 2875 sqft of living space. Perfect for families."
LST-005183,4BR Penthouse in Hills Heights,penthouse,4,6,2318,6379778,2752,Emirates Hills,Hills Heights,Sobha Realty,Mohammed Al Rashid,sold,2025-05-11,2025-08-31,1958,False,1,False,True,True,True,"Beautiful 4-bedroom penthouse in prestigious Hills Heights, Emirates Hills. Features 6 bathrooms, 2318 sqft of living space. Perfect for families."
LST-005184,4BR Apartment in Hills Views,apartment,4,6,2059,1703089,827,Emirates Hills,Hills Views,Deyaar Development,Aisha Al Falasi,withdrawn,2025-07-31,2025-08-31,1648,False,2,True,False,True,False,"Beautiful 4-bedroom apartment in prestigious Hills Views, Emirates Hills. Features 6 bathrooms, 2059 sqft of living space. Perfect for families."
LST-005185,1BR Apartment in JBR Central,apartment,1,3,2023,2420052,1196,JBR,JBR Central,Omniyat,Emily Chen,sold,2024-10-27,2025-08-31,781,True,0,False,False,True,False,"Beautiful 1-bedroom apartment in prestigious JBR Central, JBR. Features 3 bathrooms, 2023 sqft of living space. Perfect for professionals."
LST-005186,4BR Penthouse in Jumeirah Heights,penthouse,4,5,2916,7136864,2447,Jumeirah,Jumeirah Heights,Union Properties,Aisha Al Falasi,sold,2025-04-22,2025-08-31,1959,True,3,False,True,True,True,"Beautiful 4-bedroom penthouse in prestigious Jumeirah Heights, Jumeirah. Features 5 bathrooms, 2916 sqft of living space. Perfect for families."
LST-005187,4BR Townhouse in Ranches Residences,townhouse,4,6,2754,3701596,1344,Arabian Ranches,Ranches Residences,Nakheel,Sarah Johnson,sold,2024-11-16,2025-08-31,1449,True,1,False,True,True,False,"Beautiful 4-bedroom townhouse in prestigious Ranches Residences, Arabian Ranches. Features 6 bathrooms, 2754 sqft of living space. Perfect for families."
LST-005188,4BR Apartment in Hills Residences,apartment,4,6,2272,2126544,935,Emirates Hills,Hills Residences,Union Properties,Michael Brown,withdrawn,2025-06-02,2025-08-31,825,True,1,True,False,True,False,"Beautiful 4-bedroom apartment in prestigious Hills Residences, Emirates Hills. Features 6 bathrooms, 2272 sqft of living space. Perfect for families."
LST-005189,2BR Townhouse in The Address,townhouse,2,2,1847,2745872,1486,Downtown Dubai,The Address,Omniyat,Abdullah Al Muhairi,active,2025-05-18,2025-08-31,1356,False,2,True,True,False,False,"Beautiful 2-bedroom townhouse in prestigious The Address, Downtown Dubai. Features 2 bathrooms, 1847 sqft of living space. Perfect for professionals."
LST-005190,1BR Studio in The Residences,studio,1,1,1770,1500000,847,Downtown Dubai,The Residences,Omniyat,Khalid Al Suwaidi,sold,2024-11-21,2025-08-31,1033,False,1,False,False,False,True,"Beautiful 1-bedroom studio in prestigious The Residences, Downtown Dubai. Features 1 bathrooms, 1770 sqft of living space. Perfect for professionals."
LST-005191,1BR Studio in Hills Views,studio,1,3,984,797823,810,Emirates Hills,Hills Views,Omniyat,Abdullah Al Muhairi,sold,2024-09-13,2025-08-31,977,True,2,False,False,False,True,"Beautiful 1-bedroom studio in prestigious Hills Views, Emirates Hills. Features 3 bathrooms, 984 sqft of living space. Perfect for professionals."
LST-005192,5BR Penthouse in Hills Views,penthouse,5,7,3377,7089960,2099,Emirates Hills,Hills Views,Dubai Properties,Abdullah Al Muhairi,withdrawn,2025-05-31,2025-08-31,1217,True,0,False,True,True,True,"Beautiful 5-bedroom penthouse in prestigious Hills Views, Emirates Hills. Features 7 bathrooms, 3377 sqft of living space. Perfect for families."
LST-005193,7BR Villa in Marina Heights 2,villa,7,7,3628,4742201,1307,Dubai Marina,Marina Heights 2,Dubai Properties,Aisha Al Falasi,under_contract,2025-06-04,2025-08-31,1652,False,3,False,True,True,True,"Beautiful 7-bedroom villa in prestigious Marina Heights 2, Dubai Marina. Features 7 bathrooms, 3628 sqft of living space. Perfect for families."
LST-005194,4BR Townhouse in The Address,townhouse,4,5,3037,5166812,1701,Downtown Dubai,The Address,Binghatti Developers,David Wilson,active,2025-01-25,2025-08-31,1633,True,3,False,False,False,False,"Beautiful 4-bedroom townhouse in prestigious The Address, Downtown Dubai. Features 5 bathrooms, 3037 sqft of living space. Perfect for families."
LST-005195,4BR Apartment in Ranches Views,apartment,4,5,1481,1376252,929,Arabian Ranches,Ranches Views,Al Habtoor Group,Emily Chen,sold,2024-09-13,2025-08-31,774,False,1,True,False,False,True,"Beautiful 4-bedroom apartment in prestigious Ranches Views, Arabian Ranches. Features 5 bathrooms, 1481 sqft of living space. Perfect for families."
LST-005196,3BR Penthouse in JBR Residences,penthouse,3,5,1970,3836705,1947,JBR,JBR Residences,Binghatti Developers,Abdullah Al Muhairi,active,2025-05-01,2025-08-31,1306,False,0,True,True,True,False,"Beautiful 3-bedroom penthouse in prestigious JBR Residences, JBR. Features 5 bathrooms, 1970 sqft of living space. Perfect for families."
LST-005197,5BR Villa in DIFC Views,villa,5,5,3487,6731860,1930,DIFC,DIFC Views,Dubai Properties,Khalid Al Suwaidi,withdrawn,2025-05-21,2025-08-31,1090,False,0,False,False,True,True,"Beautiful 5-bedroom villa in prestigious DIFC Views, DIFC. Features 5 bathrooms, 3487 sqft of living space. Perfect for families."
LST-005198,4BR Apartment in DIFC Views,apartment,4,6,3144,3137597,997,DIFC,DIFC Views,Nakheel,Rachel Green,under_contract,2025-05-17,2025-08-31,507,True,1,True,True,False,False,"Beautiful 4-bedroom apartment in prestigious DIFC Views, DIFC. Features 6 bathrooms, 3144 sqft of living space. Perfect for families."
LST-005199,5BR Penthouse in Hills Residences,penthouse,5,7,3094,5125835,1656,Emirates Hills,Hills Residences,Deyaar Development,Ahmed Al Mansouri,active,2024-09-24,2025-08-31,1856,False,1,False,False,True,False,"Beautiful 5-bedroom penthouse in prestigious Hills Residences, Emirates Hills. Features 7 bathrooms, 3094 sqft of living space. Perfect for families."
LST-005200,4BR Villa in DIFC Heights,villa,4,4,2668,3495177,1310,DIFC,DIFC Heights,Meraas,Michael Brown,sold,2025-05-23,2025-08-31,1951,True,0,True,True,False,True,"Beautiful 4-bedroom villa in prestigious DIFC Heights, DIFC. Features 4 bathrooms, 2668 sqft of living space. Perfect for families."
LST-005201,4BR Townhouse in DIFC Heights,townhouse,4,4,3023,4481085,1482,DIFC,DIFC Heights,Emaar Properties,Michael Brown,active,2025-03-19,2025-08-31,1083,False,1,False,False,True,False,"Beautiful 4-bedroom townhouse in prestigious DIFC Heights, DIFC. Features 4 bathrooms, 3023 sqft of living space. Perfect for families."
LST-005202,5BR Penthouse in Marina Promenade,penthouse,5,6,1615,3998973,2476,Dubai Marina,Marina Promenade,Azizi Developments,Jennifer Smith,under_contract,2024-09-05,2025-08-31,1135,True,1,True,False,False,True,"Beautiful 5-bedroom penthouse in prestigious Marina Promenade, Dubai Marina. Features 6 bathrooms, 1615 sqft of living space. Perfect for families."
LST-005203,3BR Penthouse in Ranches Residences,penthouse,3,5,1268,3822361,3014,Arabian Ranches,Ranches Residences,Omniyat,Amanda Davis,active,2025-01-15,2025-08-31,955,False,3,False,False,False,True,"Beautiful 3-bedroom penthouse in prestigious Ranches Residences, Arabian Ranches. Features 5 bathrooms, 1268 sqft of living space. Perfect for families."
LST-005204,5BR Townhouse in Marina Gate,townhouse,5,7,2276,2742007,1204,Dubai Marina,Marina Gate,Meraas,Fatima Al Qassimi,withdrawn,2024-10-21,2025-08-31,1057,False,2,True,True,False,False,"Beautiful 5-bedroom townhouse in prestigious Marina Gate, Dubai Marina. Features 7 bathrooms, 2276 sqft of living space. Perfect for families."
LST-005205,3BR Penthouse in DIFC Views,penthouse,3,4,2018,5045974,2500,DIFC,DIFC Views,Al Habtoor Group,Amanda Davis,withdrawn,2025-06-30,2025-08-31,1360,False,1,False,True,True,True,"Beautiful 3-bedroom penthouse in prestigious DIFC Views, DIFC. Features 4 bathrooms, 2018 sqft of living space. Perfect for families."
LST-005206,2BR Penthouse in Marina Heights 2,penthouse,2,3,2195,4873937,2220,Dubai Marina,Marina Heights 2,Union Properties,Ali Hassan,active,2025-03-05,2025-08-31,860,False,3,True,True,True,False,"Beautiful 2-bedroom penthouse in prestigious Marina Heights 2, Dubai Marina. Features 3 bathrooms, 2195 sqft of living space. Perfect for professionals."
LST-005207,2BR Penthouse in Bay Heights,penthouse,2,3,2248,4123537,1834,Business Bay,Bay Heights,Damac Properties,Jennifer Smith,withdrawn,2025-04-28,2025-08-31,213,False,3,False,True,False,True,"Beautiful 2-bedroom penthouse in prestigious Bay Heights, Business Bay. Features 3 bathrooms, 2248 sqft of living space. Perfect for professionals."
LST-005208,5BR Villa in The Residences,villa,5,6,3474,6392767,1840,Downtown Dubai,The Residences,Meraas,Emily Chen,withdrawn,2025-08-22,2025-08-31,1536,False,0,True,False,False,True,"Beautiful 5-bedroom villa in prestigious The Residences, Downtown Dubai. Features 6 bathrooms, 3474 sqft of living space. Perfect for families."
LST-005209,0BR Studio in DIFC Central,studio,0,1,1308,1438074,1099,DIFC,DIFC Central,Dubai Properties,Amanda Davis,sold,2025-02-23,2025-08-31,701,True,3,False,False,False,False,"Beautiful 0-bedroom studio in prestigious DIFC Central, DIFC. Features 1 bathrooms, 1308 sqft of living space. Perfect for professionals."
