property_id,amenity_name,amenity_type,included_in_rent,additional_cost
294,Driver's Room,Luxury,True,423
294,Swimming Pool,Luxury,False,0
294,Central AC,Basic,True,2313
294,Pet Friendly,Premium,False,0
294,Walk-in Closet,Luxury,False,3236
294,Tennis Court,Luxury,False,0
295,Modern Kitchen,Premium,True,2209
295,Walk-in Closet,Basic,False,0
295,Maid's Room,Luxury,False,1534
295,Central AC,Luxury,True,3077
296,24/7 Maintenance,Basic,True,0
296,Maid's Room,Premium,True,3936
296,Security,Luxury,True,0
296,Modern Kitchen,Basic,True,0
297,Furnished,Luxury,False,0
297,Tennis Court,Premium,True,3221
297,Children's Playground,Basic,False,2561
298,Built-in Wardrobes,Basic,False,0
298,Spa,Luxury,True,0
298,Study Room,Basic,False,0
298,24/7 Maintenance,Luxury,True,449
298,Basketball Court,Premium,True,0
299,Central AC,Luxury,True,4323
299,Driver's Room,Luxury,True,0
299,Furnished,Luxury,True,0
299,BBQ Area,Luxury,False,0
300,24/7 Maintenance,Basic,True,0
300,Pet Friendly,Basic,False,1676
300,Security,Premium,False,0
300,Terrace,Premium,True,354
301,Driver's Room,Basic,True,3722
301,Central AC,Luxury,True,0
301,24/7 Maintenance,Basic,False,0
302,Balcony,Premium,True,2121
302,Study Room,Premium,True,1234
302,Furnished,Luxury,True,1253
302,Maid's Room,Basic,True,0
302,Built-in Wardrobes,Basic,True,1792
303,Spa,Premium,True,0
303,Terrace,Basic,True,0
303,Driver's Room,Basic,True,0
304,Basketball Court,Basic,True,0
304,Modern Kitchen,Premium,True,0
304,Pet Friendly,Luxury,False,108
304,Children's Playground,Basic,False,0
305,BBQ Area,Basic,True,0
305,Gym,Luxury,True,0
305,Built-in Wardrobes,Premium,True,0
305,Walk-in Closet,Luxury,True,0
306,Concierge,Basic,True,2118
306,Garden,Premium,True,3656
306,Maid's Room,Luxury,True,0
306,Driver's Room,Basic,False,1974
306,Central AC,Basic,False,1070
306,Furnished,Luxury,False,0
306,Terrace,Basic,True,958
307,24/7 Maintenance,Premium,True,2720
307,Furnished,Premium,False,0
307,Terrace,Luxury,True,0
307,Walk-in Closet,Luxury,True,34
307,Concierge,Premium,True,2384
307,Garden,Luxury,True,3483
308,Driver's Room,Basic,False,0
308,Parking,Premium,True,3417
308,Security,Luxury,False,3154
308,BBQ Area,Luxury,False,0
308,Built-in Wardrobes,Luxury,True,3751
308,Furnished,Premium,False,0
308,Tennis Court,Basic,False,0
308,Swimming Pool,Premium,True,0
309,Study Room,Premium,False,1929
309,Modern Kitchen,Premium,False,4256
309,Security,Luxury,True,1952
309,Terrace,Luxury,True,0
309,Driver's Room,Luxury,False,4469
309,Children's Playground,Basic,False,0
310,Built-in Wardrobes,Basic,False,1868
310,Balcony,Basic,True,2831
310,BBQ Area,Basic,True,0
310,Pet Friendly,Basic,True,0
310,Swimming Pool,Luxury,True,1425
311,Modern Kitchen,Basic,False,1916
311,BBQ Area,Luxury,True,0
311,Spa,Premium,True,747
311,Garden,Luxury,False,1686
312,Balcony,Basic,False,2476
312,Walk-in Closet,Premium,False,0
312,BBQ Area,Premium,True,4045
312,Gym,Luxury,True,0
312,Terrace,Premium,True,0
312,Built-in Wardrobes,Premium,True,0
312,Furnished,Luxury,False,0
313,24/7 Maintenance,Basic,False,0
313,Security,Basic,False,3681
313,Terrace,Basic,True,0
313,Built-in Wardrobes,Luxury,False,0
313,Pet Friendly,Luxury,False,2247
313,Central AC,Premium,False,2154
314,Furnished,Luxury,False,0
314,Driver's Room,Premium,True,4937
314,Parking,Premium,True,749
314,Spa,Premium,True,0
315,Modern Kitchen,Basic,False,0
315,Walk-in Closet,Basic,False,3187
315,Central AC,Luxury,False,0
315,Tennis Court,Basic,True,0
315,Driver's Room,Premium,True,3501
316,Spa,Luxury,False,2661
316,Pet Friendly,Premium,True,0
316,24/7 Maintenance,Premium,True,2807
316,Swimming Pool,Premium,False,3104
316,Balcony,Luxury,False,0
316,Security,Premium,True,0
316,Gym,Luxury,True,1930
317,Walk-in Closet,Basic,False,0
317,Concierge,Premium,True,0
317,Spa,Basic,False,0
317,Study Room,Basic,False,0
317,24/7 Maintenance,Premium,False,220
317,Terrace,Basic,False,0
317,Parking,Luxury,True,339
317,Driver's Room,Luxury,False,0
318,Walk-in Closet,Luxury,False,3702
318,Central AC,Basic,True,3044
318,Tennis Court,Premium,False,0
318,Study Room,Premium,False,2681
318,Basketball Court,Premium,True,0
318,Maid's Room,Basic,False,0
318,Gym,Luxury,False,3078
318,BBQ Area,Basic,True,2960
319,Study Room,Basic,True,770
319,Maid's Room,Luxury,False,4604
319,Gym,Luxury,False,0
319,Concierge,Premium,False,0
319,Tennis Court,Premium,True,3732
320,Security,Premium,True,933
320,Swimming Pool,Basic,False,2238
320,Spa,Premium,True,0
321,24/7 Maintenance,Luxury,False,0
321,Built-in Wardrobes,Basic,False,4882
321,Garden,Basic,True,4497
321,Concierge,Luxury,True,1223
321,Basketball Court,Luxury,False,0
321,Security,Premium,False,4885
321,Study Room,Luxury,False,3080
321,Maid's Room,Basic,True,0
322,Pet Friendly,Luxury,True,0
322,Driver's Room,Premium,True,4350
322,Furnished,Premium,True,0
322,Study Room,Luxury,True,1243
322,Basketball Court,Basic,True,0
322,BBQ Area,Premium,True,4650
322,Gym,Premium,True,0
323,Walk-in Closet,Premium,False,580
323,Tennis Court,Basic,True,0
323,Furnished,Basic,True,0
323,Basketball Court,Basic,False,3426
323,Central AC,Premium,True,0
323,24/7 Maintenance,Luxury,False,0
323,Concierge,Luxury,False,0
323,Driver's Room,Luxury,False,0
324,Walk-in Closet,Premium,False,1119
324,Central AC,Premium,True,0
324,Swimming Pool,Premium,False,0
324,Modern Kitchen,Basic,True,0
324,Basketball Court,Basic,True,0
324,24/7 Maintenance,Basic,True,0
325,24/7 Maintenance,Basic,True,0
325,Children's Playground,Luxury,True,0
325,Pet Friendly,Basic,False,1643
326,Parking,Luxury,False,0
326,Furnished,Basic,True,0
326,Gym,Luxury,False,0
326,Modern Kitchen,Luxury,True,916
326,Tennis Court,Basic,False,3631
327,Walk-in Closet,Luxury,False,0
327,Pet Friendly,Luxury,True,0
327,Parking,Basic,True,484
327,Basketball Court,Premium,False,2540
327,Children's Playground,Premium,True,0
328,Parking,Basic,False,1329
328,Balcony,Luxury,False,0
328,Tennis Court,Luxury,True,372
328,24/7 Maintenance,Luxury,False,0
328,Concierge,Premium,False,0
328,Terrace,Basic,True,0
328,Built-in Wardrobes,Basic,True,0
328,BBQ Area,Luxury,True,174
329,Concierge,Basic,True,3006
329,Terrace,Basic,False,0
329,Basketball Court,Premium,False,4781
329,Children's Playground,Premium,False,0
329,Garden,Premium,False,1520
329,Gym,Basic,False,0
329,Maid's Room,Basic,False,0
330,Basketball Court,Premium,True,1789
330,Tennis Court,Premium,False,0
330,BBQ Area,Luxury,False,0
331,BBQ Area,Premium,False,1323
331,Terrace,Luxury,False,4876
331,Built-in Wardrobes,Luxury,False,0
332,Basketball Court,Premium,True,0
332,Built-in Wardrobes,Premium,False,3351
332,Furnished,Luxury,False,0
332,Terrace,Basic,True,3720
332,Study Room,Luxury,False,1845
332,Driver's Room,Basic,False,0
332,Central AC,Basic,True,3872
332,Gym,Luxury,True,0
333,Concierge,Basic,False,0
333,Modern Kitchen,Basic,True,4142
333,Children's Playground,Premium,False,0
333,Gym,Premium,True,2466
333,Security,Luxury,False,0
333,Swimming Pool,Premium,False,0
333,Central AC,Premium,True,3276
333,Balcony,Luxury,False,0
334,Pet Friendly,Premium,True,4908
334,Tennis Court,Basic,True,2589
334,Central AC,Premium,False,2384
334,Concierge,Basic,True,1734
335,Walk-in Closet,Basic,True,3120
335,Security,Basic,False,3946
335,Swimming Pool,Basic,False,416
335,Modern Kitchen,Luxury,True,0
335,Tennis Court,Premium,False,2246
335,Balcony,Basic,False,0
335,Parking,Premium,True,0
335,Garden,Premium,False,0
336,Pet Friendly,Premium,False,0
336,Terrace,Premium,False,4207
336,Security,Premium,False,0
336,24/7 Maintenance,Basic,True,0
336,Built-in Wardrobes,Premium,False,1938
336,Gym,Premium,False,948
336,Swimming Pool,Premium,False,0
337,Walk-in Closet,Basic,False,0
337,BBQ Area,Premium,True,1995
337,Driver's Room,Basic,False,0
337,Maid's Room,Basic,False,0
337,Concierge,Luxury,True,2162
338,24/7 Maintenance,Basic,True,0
338,Concierge,Luxury,True,1313
338,Balcony,Luxury,False,0
338,Parking,Premium,False,418
338,Walk-in Closet,Luxury,False,0
339,Garden,Basic,False,0
339,BBQ Area,Luxury,True,0
339,Swimming Pool,Luxury,True,4940
339,Built-in Wardrobes,Premium,False,0
339,Maid's Room,Basic,True,0
339,Pet Friendly,Premium,True,2857
339,Terrace,Basic,True,0
339,Walk-in Closet,Luxury,True,0
340,Children's Playground,Luxury,True,0
340,Pet Friendly,Basic,True,4808
340,Gym,Premium,True,0
341,Gym,Premium,True,0
341,Basketball Court,Basic,True,3173
341,Security,Basic,False,0
341,Garden,Luxury,True,0
341,Swimming Pool,Basic,True,4514
341,Built-in Wardrobes,Premium,True,2222
341,Study Room,Premium,True,0
342,Central AC,Luxury,False,0
342,Children's Playground,Basic,True,0
342,Furnished,Basic,True,4095
342,Swimming Pool,Luxury,True,838
342,Tennis Court,Luxury,False,0
342,Built-in Wardrobes,Basic,False,2299
342,Terrace,Luxury,True,4686
343,Garden,Basic,False,980
343,Terrace,Basic,True,2286
343,Parking,Premium,False,1437
343,Swimming Pool,Premium,True,1754
343,Security,Luxury,True,1827
343,Modern Kitchen,Basic,True,0
344,Parking,Premium,False,0
344,Spa,Premium,True,540
344,Balcony,Luxury,True,0
345,Built-in Wardrobes,Luxury,True,3003
345,Furnished,Premium,True,1807
345,Central AC,Luxury,True,236
346,Basketball Court,Premium,False,0
346,Garden,Basic,False,0
346,Parking,Luxury,False,0
346,Tennis Court,Premium,False,0
346,Terrace,Premium,True,0
346,Balcony,Luxury,True,3237
346,Built-in Wardrobes,Premium,True,0
346,Maid's Room,Luxury,True,0
347,Study Room,Premium,True,3164
347,Spa,Luxury,False,0
347,Furnished,Luxury,False,0
347,BBQ Area,Premium,True,3418
347,Walk-in Closet,Luxury,False,0
347,Garden,Premium,True,3563
347,Parking,Luxury,False,4651
348,Balcony,Basic,True,825
348,Walk-in Closet,Luxury,True,1283
348,Security,Premium,False,0
348,Parking,Premium,True,0
348,BBQ Area,Basic,False,267
348,Maid's Room,Luxury,False,4500
349,Driver's Room,Basic,True,0
349,Central AC,Basic,False,4179
349,Concierge,Premium,False,1789
349,Walk-in Closet,Basic,False,0
350,Furnished,Basic,False,0
350,Study Room,Luxury,True,4419
350,Walk-in Closet,Premium,True,0
350,Terrace,Luxury,False,0
350,Gym,Luxury,False,4983
350,Central AC,Premium,False,0
351,Central AC,Premium,True,0
351,Concierge,Premium,False,0
351,Parking,Luxury,False,0
351,Swimming Pool,Luxury,False,0
351,Terrace,Basic,False,0
351,Built-in Wardrobes,Luxury,True,2785
352,Spa,Premium,True,0
352,Study Room,Premium,True,0
352,Furnished,Premium,False,0
352,Basketball Court,Premium,True,0
352,Built-in Wardrobes,Basic,True,0
352,Security,Premium,False,0
352,Balcony,Premium,False,3724
352,24/7 Maintenance,Premium,False,2604
353,Modern Kitchen,Premium,True,0
353,Furnished,Basic,False,4983
353,Gym,Basic,True,1785
353,Swimming Pool,Premium,True,0
353,Garden,Basic,False,0
354,Modern Kitchen,Basic,False,0
354,Children's Playground,Basic,False,0
354,Spa,Basic,False,2778
354,Pet Friendly,Luxury,True,3907
355,Walk-in Closet,Basic,True,4219
355,Modern Kitchen,Luxury,True,1326
355,Furnished,Basic,True,2644
356,Driver's Room,Basic,True,0
356,Balcony,Luxury,False,3168
356,Spa,Basic,True,0
356,Study Room,Luxury,True,0
356,24/7 Maintenance,Basic,True,0
357,Pet Friendly,Luxury,True,0
357,Modern Kitchen,Basic,False,472
357,Built-in Wardrobes,Luxury,True,3791
357,Central AC,Luxury,False,0
358,Study Room,Basic,True,3952
358,Concierge,Basic,False,0
358,Swimming Pool,Premium,True,0
358,Pet Friendly,Luxury,False,0
358,Central AC,Premium,False,0
358,Security,Premium,False,0
359,BBQ Area,Luxury,True,4681
359,Pet Friendly,Premium,False,763
359,Security,Luxury,True,4471
360,Tennis Court,Premium,False,0
360,Parking,Luxury,False,0
360,Gym,Luxury,False,231
360,Pet Friendly,Premium,False,506
360,Study Room,Luxury,True,0
361,Study Room,Luxury,True,0
361,Spa,Basic,False,0
361,Balcony,Luxury,True,1785
361,Gym,Premium,False,1278
361,Furnished,Basic,True,0
362,Furnished,Luxury,False,4081
362,Parking,Basic,True,0
362,24/7 Maintenance,Premium,True,0
362,Garden,Luxury,True,0
362,Swimming Pool,Premium,False,4493
362,Central AC,Basic,False,1990
363,Driver's Room,Basic,True,3805
363,24/7 Maintenance,Premium,False,0
363,Security,Luxury,False,2238
363,Terrace,Luxury,False,0
363,Maid's Room,Premium,False,2062
363,Basketball Court,Basic,True,4225
364,Children's Playground,Luxury,False,4911
364,Tennis Court,Basic,False,0
364,Concierge,Luxury,True,3789
364,Driver's Room,Luxury,False,4255
365,Garden,Premium,True,393
365,Security,Luxury,True,2916
365,Children's Playground,Premium,True,0
365,Study Room,Luxury,False,0
365,Pet Friendly,Luxury,True,2641
365,Gym,Basic,False,703
365,Furnished,Premium,True,0
365,Walk-in Closet,Basic,True,892
366,Swimming Pool,Luxury,True,4700
366,Spa,Luxury,True,4340
366,Walk-in Closet,Luxury,False,0
366,Pet Friendly,Premium,True,4733
366,Balcony,Premium,True,3636
366,Concierge,Luxury,True,3145
367,Children's Playground,Basic,False,4611
367,Spa,Basic,False,3763
367,Security,Luxury,True,1391
367,Modern Kitchen,Basic,False,0
367,Maid's Room,Premium,True,0
368,Concierge,Basic,True,3746
368,24/7 Maintenance,Premium,True,167
368,Pet Friendly,Basic,True,2262
368,Balcony,Luxury,True,3521
368,Basketball Court,Premium,True,948
368,Tennis Court,Basic,False,0
368,Gym,Luxury,False,4274
368,Modern Kitchen,Luxury,False,696
369,Study Room,Premium,True,0
369,Terrace,Basic,False,1627
369,Central AC,Premium,True,0
369,Balcony,Premium,False,2965
369,Basketball Court,Premium,True,0
370,Swimming Pool,Luxury,True,4307
370,24/7 Maintenance,Premium,True,0
370,Garden,Premium,True,0
370,Walk-in Closet,Premium,False,0
370,Terrace,Basic,False,0
370,Children's Playground,Basic,True,0
370,Parking,Premium,False,3428
370,BBQ Area,Premium,True,985
371,Parking,Basic,True,0
371,Central AC,Basic,False,3546
371,Children's Playground,Basic,False,0
371,Terrace,Basic,True,0
371,Security,Premium,True,2530
371,Spa,Premium,True,0
372,Walk-in Closet,Basic,True,1846
372,Balcony,Basic,True,2988
372,24/7 Maintenance,Luxury,False,0
372,Garden,Premium,True,1414
372,Central AC,Premium,False,1285
372,Swimming Pool,Luxury,False,2476
373,Concierge,Premium,True,1514
373,Basketball Court,Premium,False,0
373,Modern Kitchen,Premium,False,2568
373,Children's Playground,Premium,True,3386
373,Pet Friendly,Premium,True,0
373,Driver's Room,Premium,True,4037
373,Spa,Luxury,False,0
373,Central AC,Premium,False,1010
374,Modern Kitchen,Luxury,False,0
374,Built-in Wardrobes,Premium,False,146
374,Security,Luxury,False,0
374,Terrace,Basic,True,1890
375,Tennis Court,Luxury,True,0
375,Children's Playground,Basic,True,1788
375,Garden,Luxury,False,2093
375,Walk-in Closet,Premium,False,0
376,Maid's Room,Premium,False,4839
376,Pet Friendly,Premium,False,3149
376,BBQ Area,Premium,True,657
376,24/7 Maintenance,Basic,False,0
377,BBQ Area,Luxury,True,3802
377,Modern Kitchen,Luxury,True,2743
377,Furnished,Luxury,True,0
377,Balcony,Basic,False,2152
377,Security,Premium,False,0
378,Parking,Luxury,False,3358
378,Modern Kitchen,Basic,False,3333
378,Maid's Room,Premium,True,4180
378,Driver's Room,Basic,True,130
378,Swimming Pool,Luxury,False,0
378,Terrace,Premium,True,2944
378,Study Room,Luxury,True,4949
378,Garden,Premium,True,876
379,Study Room,Premium,True,2635
379,Swimming Pool,Luxury,True,2696
379,24/7 Maintenance,Luxury,False,0
379,Balcony,Luxury,True,0
379,Spa,Premium,True,158
380,Parking,Luxury,False,0
380,Security,Basic,True,0
380,Built-in Wardrobes,Luxury,False,0
381,Central AC,Basic,True,3703
381,BBQ Area,Basic,False,0
381,Basketball Court,Luxury,False,3850
381,Tennis Court,Basic,False,0
381,Terrace,Premium,True,1866
382,24/7 Maintenance,Basic,True,0
382,Gym,Luxury,True,1961
382,Balcony,Luxury,False,3689
382,Built-in Wardrobes,Premium,False,4644
382,Study Room,Basic,False,0
382,Maid's Room,Premium,True,0
383,Terrace,Luxury,True,2667
383,BBQ Area,Basic,True,0
383,Modern Kitchen,Luxury,True,0
383,Pet Friendly,Premium,False,2114
384,Maid's Room,Luxury,True,0
384,Security,Luxury,True,0
384,Swimming Pool,Premium,True,2384
384,Furnished,Luxury,True,869
385,Tennis Court,Luxury,True,3115
385,Basketball Court,Premium,False,0
385,Parking,Premium,False,0
385,Balcony,Luxury,True,0
385,Maid's Room,Basic,True,3772
385,24/7 Maintenance,Luxury,True,3443
385,Gym,Luxury,True,2999
385,Furnished,Basic,True,0
386,Terrace,Premium,False,2069
386,Furnished,Luxury,True,740
386,Modern Kitchen,Luxury,False,2750
386,Swimming Pool,Luxury,True,4732
386,Parking,Luxury,False,2537
386,Tennis Court,Luxury,False,4460
386,Children's Playground,Premium,False,1177
386,Maid's Room,Basic,False,0
387,Concierge,Basic,False,0
387,Security,Premium,False,0
387,Pet Friendly,Luxury,False,0
387,Terrace,Premium,True,0
387,Balcony,Luxury,True,0
387,Walk-in Closet,Basic,True,4003
387,Study Room,Premium,False,0
388,24/7 Maintenance,Luxury,True,0
388,Gym,Luxury,True,3521
388,Study Room,Premium,False,676
388,Furnished,Premium,True,3387
388,Walk-in Closet,Premium,True,51
389,Security,Luxury,False,2429
389,Swimming Pool,Basic,False,0
389,Driver's Room,Basic,False,0
389,Tennis Court,Basic,False,2760
389,Walk-in Closet,Luxury,False,0
389,24/7 Maintenance,Luxury,False,4483
389,BBQ Area,Basic,False,0
389,Balcony,Basic,False,4200
390,Modern Kitchen,Luxury,False,4358
390,Basketball Court,Basic,True,2776
390,Pet Friendly,Basic,True,4203
391,Modern Kitchen,Basic,False,0
391,Balcony,Basic,True,1406
391,Terrace,Premium,False,0
391,Spa,Premium,True,0
391,Furnished,Basic,False,0
392,Terrace,Basic,False,0
392,Concierge,Premium,True,1704
392,Tennis Court,Luxury,False,795
392,BBQ Area,Premium,True,0
392,Gym,Premium,True,4754
393,Children's Playground,Basic,True,0
393,Terrace,Basic,True,2508
393,Built-in Wardrobes,Basic,False,0
393,Basketball Court,Basic,False,4634
393,Modern Kitchen,Premium,True,328
393,Pet Friendly,Premium,False,0
394,Concierge,Luxury,True,2864
394,BBQ Area,Luxury,False,0
394,Central AC,Basic,True,3110
394,Gym,Basic,False,0
394,Tennis Court,Basic,True,0
395,Pet Friendly,Luxury,False,4169
395,Driver's Room,Basic,False,0
395,24/7 Maintenance,Basic,False,2839
395,Modern Kitchen,Luxury,True,0
396,Balcony,Premium,False,0
396,24/7 Maintenance,Luxury,True,858
396,Furnished,Luxury,False,0
396,Walk-in Closet,Luxury,False,502
396,Spa,Basic,True,2948
396,Children's Playground,Basic,True,0
396,Pet Friendly,Luxury,False,2563
396,Swimming Pool,Luxury,False,0
397,24/7 Maintenance,Basic,True,3732
397,Garden,Basic,True,0
397,Modern Kitchen,Luxury,False,0
398,Garden,Premium,False,0
398,Children's Playground,Luxury,False,0
398,24/7 Maintenance,Basic,True,0
398,Basketball Court,Basic,True,1997
398,Swimming Pool,Basic,False,0
398,Maid's Room,Basic,False,0
399,Walk-in Closet,Basic,False,643
399,Terrace,Premium,True,2869
399,Study Room,Premium,False,0
399,Concierge,Luxury,True,841
399,Garden,Luxury,False,2799
399,Basketball Court,Luxury,True,0
400,Furnished,Basic,True,4912
400,Built-in Wardrobes,Luxury,False,3422
400,Garden,Luxury,False,503
400,Children's Playground,Premium,False,0
401,Driver's Room,Luxury,True,35
401,Children's Playground,Luxury,True,3421
401,Study Room,Luxury,False,1643
401,Parking,Basic,True,0
402,Gym,Premium,False,0
402,24/7 Maintenance,Premium,False,0
402,Children's Playground,Luxury,True,402
402,Study Room,Basic,False,0
402,Balcony,Luxury,False,4379
402,Spa,Basic,True,3935
403,Security,Basic,False,2157
403,Central AC,Premium,False,3220
403,Walk-in Closet,Premium,True,0
403,Pet Friendly,Luxury,False,0
403,Built-in Wardrobes,Premium,False,788
404,BBQ Area,Luxury,False,2046
404,Terrace,Luxury,True,0
404,Spa,Luxury,False,0
404,Furnished,Luxury,False,0
404,Security,Basic,True,3976
404,Garden,Premium,False,0
405,Security,Luxury,True,0
405,Gym,Basic,True,0
405,Maid's Room,Basic,True,0
405,Concierge,Luxury,True,819
405,Tennis Court,Basic,False,0
405,24/7 Maintenance,Basic,False,2303
405,Swimming Pool,Premium,True,0
405,Furnished,Basic,False,0
406,24/7 Maintenance,Luxury,False,0
406,Maid's Room,Basic,True,1334
406,Security,Luxury,True,2832
406,Children's Playground,Basic,False,0
406,Concierge,Basic,False,4702
407,Pet Friendly,Basic,False,0
407,Central AC,Luxury,True,0
407,Garden,Luxury,False,0
407,Gym,Luxury,True,0
407,Modern Kitchen,Luxury,True,1005
408,Swimming Pool,Basic,True,2865
408,Children's Playground,Luxury,False,1067
408,Parking,Basic,True,1358
408,Driver's Room,Basic,True,0
408,Security,Luxury,True,3733
409,Swimming Pool,Luxury,True,0
409,BBQ Area,Luxury,False,1626
409,Garden,Premium,False,1331
409,Spa,Luxury,False,0
409,24/7 Maintenance,Premium,False,1751
409,Tennis Court,Basic,False,0
410,Concierge,Luxury,False,0
410,Furnished,Luxury,False,0
410,Pet Friendly,Premium,True,0
410,Security,Luxury,False,843
410,Balcony,Premium,True,0
411,Spa,Basic,False,0
411,Basketball Court,Luxury,True,0
411,Maid's Room,Luxury,True,3086
412,Built-in Wardrobes,Luxury,False,3183
412,Children's Playground,Basic,False,0
412,Pet Friendly,Premium,False,0
412,Modern Kitchen,Premium,True,3459
412,Study Room,Basic,True,421
412,Tennis Court,Luxury,True,3664
412,Furnished,Premium,True,4170
412,Balcony,Premium,False,2001
413,Pet Friendly,Basic,True,1562
413,Driver's Room,Basic,True,0
413,Balcony,Luxury,True,0
414,Children's Playground,Premium,False,0
414,Spa,Basic,False,0
414,Gym,Basic,False,4055
414,Garden,Basic,True,0
414,24/7 Maintenance,Premium,True,0
414,Concierge,Basic,True,0
415,Gym,Premium,False,0
415,BBQ Area,Basic,True,0
415,Basketball Court,Premium,False,877
415,Study Room,Premium,True,0
415,Furnished,Premium,False,1157
415,Central AC,Luxury,True,0
415,Tennis Court,Premium,False,3
416,Swimming Pool,Luxury,True,1107
416,Central AC,Premium,True,4849
416,24/7 Maintenance,Basic,False,0
416,Furnished,Basic,False,3875
416,Children's Playground,Basic,True,0
416,Modern Kitchen,Luxury,False,0
416,Security,Basic,True,0
416,Spa,Basic,False,0
417,Parking,Premium,True,0
417,Driver's Room,Luxury,False,0
417,Garden,Premium,False,0
417,Study Room,Basic,False,810
417,Security,Luxury,False,1297
417,Maid's Room,Luxury,False,0
418,24/7 Maintenance,Luxury,True,2592
418,Balcony,Basic,False,2935
418,Study Room,Basic,False,1742
418,Security,Luxury,False,0
418,Maid's Room,Luxury,False,3556
418,Terrace,Luxury,True,0
418,Concierge,Basic,True,0
419,24/7 Maintenance,Premium,False,0
419,Study Room,Luxury,False,4628
419,Concierge,Basic,False,3232
419,Modern Kitchen,Basic,False,104
419,Driver's Room,Premium,False,2233
419,Basketball Court,Basic,True,0
420,Pet Friendly,Basic,False,0
420,Furnished,Basic,True,0
420,Central AC,Luxury,True,0
420,Parking,Premium,True,0
420,24/7 Maintenance,Premium,False,0
420,Basketball Court,Premium,True,1117
421,Modern Kitchen,Luxury,True,0
421,Driver's Room,Luxury,False,465
421,24/7 Maintenance,Luxury,True,0
421,Concierge,Premium,True,0
421,Built-in Wardrobes,Luxury,False,719
421,BBQ Area,Premium,True,1056
421,Central AC,Luxury,False,484
422,Swimming Pool,Luxury,True,0
422,Garden,Basic,True,4898
422,Central AC,Luxury,False,1194
423,Children's Playground,Premium,False,0
423,Pet Friendly,Basic,True,0
423,24/7 Maintenance,Premium,True,4947
423,Gym,Luxury,False,0
423,Driver's Room,Luxury,True,418
424,Walk-in Closet,Luxury,True,0
424,Built-in Wardrobes,Basic,False,0
424,Gym,Luxury,True,0
424,Driver's Room,Luxury,True,0
424,Pet Friendly,Premium,False,0
424,Study Room,Basic,True,0
424,Modern Kitchen,Premium,False,0
425,Tennis Court,Basic,False,0
425,Concierge,Premium,True,0
425,Walk-in Closet,Premium,False,1222
425,Security,Basic,True,3104
425,Study Room,Luxury,False,0
426,Swimming Pool,Basic,True,0
426,24/7 Maintenance,Basic,True,0
426,Pet Friendly,Luxury,False,2250
426,Study Room,Luxury,False,0
426,Security,Basic,False,0
426,Spa,Luxury,False,0
426,Furnished,Basic,True,0
427,Modern Kitchen,Luxury,True,0
427,BBQ Area,Luxury,False,1498
427,Maid's Room,Premium,True,3029
427,Security,Basic,False,0
427,Spa,Luxury,False,0
427,Gym,Luxury,False,4934
428,BBQ Area,Premium,False,0
428,Built-in Wardrobes,Basic,True,0
428,Walk-in Closet,Basic,True,0
428,Furnished,Premium,False,0
428,Children's Playground,Luxury,True,1691
428,24/7 Maintenance,Luxury,False,4440
429,Modern Kitchen,Premium,True,516
429,Basketball Court,Premium,True,1996
429,Security,Basic,False,1494
429,Maid's Room,Premium,False,0
429,Driver's Room,Premium,False,3898
429,Parking,Luxury,False,0
429,Pet Friendly,Basic,False,327
429,Central AC,Luxury,False,0
430,Pet Friendly,Premium,False,0
430,Parking,Basic,False,1407
430,Garden,Basic,True,1223
430,Central AC,Luxury,False,0
430,Walk-in Closet,Premium,False,367
430,Driver's Room,Luxury,False,1815
430,Concierge,Premium,False,0
430,Built-in Wardrobes,Premium,False,2124
431,Modern Kitchen,Basic,False,0
431,Garden,Premium,False,533
431,Parking,Luxury,True,0
431,Furnished,Premium,True,0
431,Walk-in Closet,Premium,True,131
431,Concierge,Premium,True,4310
431,Terrace,Premium,False,0
432,Tennis Court,Luxury,True,375
432,Built-in Wardrobes,Premium,False,0
432,Garden,Premium,True,3714
433,BBQ Area,Basic,False,1273
433,Terrace,Basic,False,0
433,Balcony,Basic,False,1044
433,Basketball Court,Premium,True,0
433,Pet Friendly,Basic,True,0
433,Concierge,Luxury,False,3995
433,24/7 Maintenance,Luxury,True,3792
434,Balcony,Premium,False,0
434,Security,Basic,False,0
434,Furnished,Basic,True,3129
434,Driver's Room,Basic,False,1507
434,Walk-in Closet,Premium,True,3896
435,Balcony,Premium,False,4263
435,Gym,Premium,False,0
435,Study Room,Basic,False,0
435,BBQ Area,Basic,True,1342
435,Parking,Luxury,False,0
435,Furnished,Basic,True,0
435,Central AC,Basic,False,0
435,Built-in Wardrobes,Basic,False,0
436,Basketball Court,Luxury,True,225
436,Central AC,Luxury,False,1079
436,Study Room,Luxury,False,2890
436,Driver's Room,Luxury,False,3936
436,Parking,Premium,False,0
436,Balcony,Luxury,True,0
437,Tennis Court,Luxury,False,0
437,Study Room,Basic,True,0
437,Children's Playground,Basic,True,4066
437,Gym,Luxury,False,1598
437,Central AC,Luxury,True,701
437,BBQ Area,Luxury,True,0
438,Walk-in Closet,Luxury,False,0
438,Basketball Court,Premium,True,0
438,Terrace,Basic,False,1844
438,Security,Premium,False,4289
438,Spa,Premium,True,0
438,Maid's Room,Basic,True,3809
438,Study Room,Premium,True,0
438,Gym,Basic,True,0
439,Parking,Basic,False,4047
439,BBQ Area,Basic,True,265
