id,property_id,agent_id,listing_title,listing_description,listing_price,listing_type,status,featured,views_count,inquiries_count,created_date,last_updated,expiry_date,commission_rate
191,489,66,Beautiful Villa in Dubai Marina,"Soluta nostrum ea earum iste. Voluptatum quasi ipsa assumenda. Expedita officia error voluptatem amet.
Inventore excepturi iste asperiores. Eaque vero quidem possimus ratione accusamus inventore.
Quae aliquam earum excepturi mollitia totam. Iste a explicabo distinctio quaerat non placeat.
Eum saepe minima repellat adipisci corporis a libero. Doloribus quasi quidem at suscipit necessitatibus vel iusto. Magnam voluptatem illum officia aut.",14606919,Rent,Sold,False,234,2,2025-08-23,2025-07-31,2025-08-24,4.69
192,175,17,Beautiful Apartment in Downtown Dubai,"Majority arrive special term fire field. Important you kid course whether piece leave. Buy alone range letter draw.
Second study moment. Cup such kid member red foreign.
Wide none bag other life. Into nature everything way audience must always.
Garden weight coach near charge health no. Hear senior evidence feeling.
Network view miss news check. Garden machine occur customer theory several quite indicate. Myself officer sport enough during director seek.",6928631,Lease,Under Renovation,False,508,4,2025-08-23,2025-08-09,2025-08-24,4.32
193,407,2,Beautiful Villa in Dubai Marina,"Ad sequi tempora deleniti ipsa harum cum. Minima doloremque libero deserunt. Distinctio sint odio quam enim accusamus. Exercitationem facilis reprehenderit accusamus nisi minima eaque.
Nemo eius odit totam a quia laboriosam. Porro et ut.
Rerum facilis repellat hic pariatur. Occaecati reprehenderit officia non. Doloribus libero ipsa unde.
Provident in excepturi possimus id. Aliquam blanditiis nisi rem magnam quasi in assumenda.",11055817,Lease,Sold,True,948,41,2025-08-23,2025-08-13,2025-08-24,3.79
194,188,2,Beautiful Apartment in Downtown Dubai,"Growth research home possible show action note join. Report person become particularly majority.
Pay college commercial million return yet figure. Energy age prevent character look tree. Community agency help watch trip team.
Six nothing base take finally travel. Price expert step system. School around protect production.
Time call doctor eat stock perform later. Serious floor light sit. Democratic certainly author identify.",4864874,Rent,Under Renovation,True,722,29,2025-08-23,2025-08-05,2025-08-24,3.41
195,392,79,Beautiful Villa in Downtown Dubai,"Eaque error fugit. Ducimus illum atque non optio. Odit eos deserunt suscipit.
Rem suscipit ipsum eius suscipit. Provident nobis voluptatum est. Distinctio cum necessitatibus quae vero.
Aliquam soluta laboriosam. Sequi tempore doloremque veniam optio. Quia quaerat non nobis saepe impedit.
Ab alias accusantium aut ex. Error cupiditate expedita excepturi facere iusto id.
Consequuntur exercitationem commodi harum maxime quae nemo.",7059734,Lease,Under Contract,False,157,48,2025-08-23,2025-08-11,2025-08-24,2.28
196,37,77,Beautiful Townhouse in Dubai Marina,"Occaecati voluptatem est facere. Nihil voluptatum eligendi architecto quae officia.
Iste natus odio eum nesciunt enim. Repudiandae vitae consectetur quo quaerat.
Praesentium occaecati eos. Incidunt dolores occaecati nobis est fugiat accusamus.
Porro labore deserunt blanditiis repellendus laboriosam. Tenetur cupiditate architecto iste aspernatur. Sint aperiam vero tempora.
Temporibus porro omnis sunt. Temporibus ad nam animi facere. Nostrum fugit quam adipisci distinctio inventore sunt.",12632724,Lease,Sold,True,206,45,2025-08-23,2025-08-08,2025-08-24,3.53
197,452,94,Beautiful Villa in Dubai Marina,"Administration example couple since establish level. First how total turn.
Boy alone network president then quickly. Speech future travel consider. Vote billion again technology industry sort sure help.
Energy ready sign else every commercial in. There probably experience huge. Treat speak surface before.
Big food give kitchen community site those. Couple recently worry serious over expert.
Time thought get investment. Ask buy clear.",2445262,Lease,Sold,False,394,22,2025-08-23,2025-07-27,2025-08-24,4.32
198,174,7,Beautiful Townhouse in Palm Jumeirah,"Environmental cut peace one yard feeling nice. White next teacher five make effort else. More which hair bad thus.
Unit hand people require past feeling song. Night discover well. Computer happen relate cut.
Impact value buy still part. Social act art dog hot none.
To Mr research within. Far admit understand whatever popular scene green. Right opportunity space marriage.
Wrong word yet chair. Set their with candidate. Contain until scientist cell.",2747047,Rent,Rented,False,48,2,2025-08-23,2025-08-02,2025-08-24,2.76
199,362,38,Beautiful Apartment in Downtown Dubai,"Maxime asperiores vitae inventore quas saepe facilis. Non dignissimos rerum exercitationem omnis ipsam cum.
Et distinctio eos sit perspiciatis vitae similique deserunt. Quis itaque quisquam. Dignissimos ad natus ab doloribus.
Id ullam illo recusandae esse. Tempore excepturi necessitatibus et molestiae voluptates similique.
Quam necessitatibus officia iste nobis. Aliquid saepe maiores.
Eveniet alias similique eligendi consequatur at ipsa.",9217532,Sale,Off Market,False,199,24,2025-08-23,2025-08-18,2025-08-24,4.43
200,333,9,Beautiful Villa in Downtown Dubai,"Libero illum maiores. Est assumenda veniam doloremque quidem. Molestiae itaque soluta porro. Nemo dicta sapiente tempore.
Expedita dolores voluptas fugiat fuga nihil rerum. Ab optio quibusdam itaque perspiciatis deleniti. Reprehenderit molestiae culpa voluptatibus accusamus ad.
Ratione fuga tenetur unde officiis beatae quisquam. Totam itaque quibusdam. Error eum corrupti nisi maxime blanditiis distinctio temporibus.",14396849,Rent,Under Construction,False,380,26,2025-08-23,2025-07-25,2025-08-24,4.78
201,69,62,Beautiful Villa in Palm Jumeirah,"Point collection office writer simply spend argue. Authority partner study seven. Image himself technology out mouth tell.
Loss leader red in. Work drive four realize over end.
Attorney opportunity expect notice assume energy federal try. Something stand place order ok.
Song prepare safe worry test success. Behind environmental price over share ahead.
Should form west report. Serious side take.
Service throughout start six coach draw. But task young record color over go certain.",8674869,Rent,Under Contract,True,837,31,2025-08-23,2025-07-25,2025-08-24,2.86
202,434,39,Beautiful Townhouse in Palm Jumeirah,"Because sort occur out activity. School south respond. Themselves around ahead recent technology.
Customer sea note above series wear. Now about seek bring site soon within office. Yes collection bank also pretty size computer.
Significant prepare song go. Improve rule travel usually.
Effect light community. Half partner door edge debate federal. Cultural still ball learn line right could.
Real right subject big control air recent. Bill friend shoulder.",9788891,Sale,Under Contract,True,822,18,2025-08-23,2025-07-30,2025-08-24,4.23
203,256,49,Beautiful Villa in Palm Jumeirah,"Least focus way trip. Water hospital and yard charge finish class.
Do near effort son from.
Simple affect crime wide. Build as dream raise agreement. Forget worry recent eight.
Become answer government visit. On important mention movement.
Firm clear operation government. Manage throw key quite book example else. Claim simply rise win.
Involve season sound appear very statement bag. Region president expert song hear. News head third father state leader.",14417549,Rent,Available,True,464,49,2025-08-23,2025-08-06,2025-08-24,3.41
204,3,42,Beautiful Apartment in Palm Jumeirah,"Quas reiciendis architecto assumenda placeat eveniet consequuntur. Temporibus modi recusandae ut. Aperiam unde repellendus eaque cumque corporis.
Pariatur neque similique. Natus voluptas nam nisi. Commodi dignissimos dolores maiores neque magni soluta.
Laudantium sequi eos tenetur animi. Enim distinctio id deserunt. Molestiae illo dolorum totam.
Nemo commodi consectetur labore facilis.",12166447,Rent,Rented,False,90,38,2025-08-23,2025-08-01,2025-08-24,3.5
205,446,19,Beautiful Townhouse in Dubai Marina,"Allow message rich son relate. Send nation lead owner movement.
Relate green against leg term eye during. Certainly practice box prevent.
Free picture north newspaper single special.
Three old college find ahead run together. West argue single teach along listen. Billion range true lot manage remain.
Cost doctor almost modern even shake cup hit. Rich back rate miss water according well. East manager message citizen a all difference.",1976787,Sale,Off Market,True,384,41,2025-08-23,2025-07-25,2025-08-24,4.3
206,151,89,Beautiful Villa in Dubai Marina,"Risk knowledge hair black realize. Ago learn force play to game majority.
Various certainly herself tree focus see.
Place task Mrs rise sense artist. Take dream region necessary me wife occur. President certainly upon over per sell forward next.
Market material seem artist view bring general. Current spend realize debate energy.
Throw age her way accept cover. Language arrive national investment most.
Find live sense mean son process. Conference billion create.",9576041,Lease,Available,False,603,42,2025-08-23,2025-08-14,2025-08-24,2.01
207,12,32,Beautiful Apartment in Downtown Dubai,"Management time administration my treat who. Green price oil maybe.
Seem week significant see maintain Congress could. Network alone girl hundred future state. Hour true figure thank history author get.
Memory do dark think name. Site share question sister. Expect field method face. Later order voice see.
Discussion meet drive piece student view. Now all training almost.
Mouth political summer lot per big act matter. Certain family mission risk such stage.",8585285,Rent,Available,False,817,24,2025-08-23,2025-08-17,2025-08-24,3.32
208,101,77,Beautiful Apartment in Downtown Dubai,"Sunt corrupti quam a incidunt sunt. Incidunt quidem totam consequatur quidem delectus ratione expedita.
Illum ratione ad nostrum. Sit impedit repudiandae. Nisi modi beatae deserunt dignissimos ullam nobis.
Nostrum quos deleniti officia maxime. Consectetur harum facere doloremque ut rerum quisquam.
Ad dignissimos odit consequuntur corporis hic. Maxime saepe quae amet tempore sequi velit.",8223247,Sale,Off Market,True,482,19,2025-08-23,2025-07-25,2025-08-24,4.6
209,51,14,Beautiful Apartment in Downtown Dubai,"Laborum totam debitis accusamus. A aliquid molestiae ab sit dolores ducimus.
Dolore illo quibusdam voluptatum vitae. Quod error consectetur beatae tempore.
Veritatis iusto consectetur ipsa nihil blanditiis tenetur. Veniam quidem dignissimos consequatur ipsum sapiente natus.
Ipsam assumenda pariatur architecto. Dolor iure dolorem at cumque sint placeat. Occaecati ex voluptatum assumenda sint soluta.
Corrupti esse quis hic. Odio occaecati ipsa quia pariatur minus.",11038839,Lease,Under Renovation,False,291,38,2025-08-23,2025-07-25,2025-08-24,4.23
210,405,28,Beautiful Apartment in Dubai Marina,"Contain hold name material marriage none. Exactly finally another tend population. President lose season story recent both score sure. Before seem nature cell.
Life hospital including discuss nearly film stage option. Form say house open nice history others add. Ago whether threat test.
Hold moment believe difference Democrat report herself. Health interesting employee manager base story born.
Popular a mouth across. Certain market shake everything job scene participant.",5561934,Sale,Under Construction,False,376,7,2025-08-23,2025-08-08,2025-08-24,2.92
211,369,10,Beautiful Apartment in Palm Jumeirah,"Ducimus error vel quae aspernatur quas.
Ad aliquam eveniet dolor ratione delectus. Labore perferendis ea error quod tenetur.
Laborum similique eveniet ab soluta odio beatae. Reiciendis eaque doloremque dignissimos et asperiores.
Pariatur itaque minima molestiae sit quasi alias. Dolorum saepe exercitationem repellendus asperiores iste.
Ipsum sit nobis cupiditate provident facere sed. Aliquid sint hic distinctio. Aperiam tenetur unde rem eos ipsa.",14116425,Rent,Under Renovation,True,12,3,2025-08-23,2025-07-25,2025-08-24,3.99
212,376,93,Beautiful Apartment in Palm Jumeirah,"Ut asperiores quam nulla quam excepturi. Voluptatum ratione quis expedita. Dolor neque voluptates nesciunt aperiam tenetur.
Veniam eos iusto ad eos porro. Aliquam eveniet debitis cum illo fugiat iste inventore. Voluptates voluptates exercitationem.
Sit laboriosam eligendi repellendus fugit necessitatibus. Ullam magnam totam veniam porro quibusdam ullam totam.
Architecto amet similique voluptatibus impedit. Labore aut nihil consequatur at. Amet praesentium sapiente.",11358470,Rent,Under Construction,True,491,46,2025-08-23,2025-08-12,2025-08-24,3.35
213,317,18,Beautiful Townhouse in Dubai Marina,"Picture various agreement career recent. Student inside car consider cell. Business subject whom ok staff particularly.
Able live or sign difficult between why. Either head single industry soon.
Message action season other plant. Mr box class feel media. Animal give such study. Six lead around we themselves shoulder.
Newspaper line anyone process event. Age institution stock wear baby machine learn reality. Stand much action win million cost.",12778658,Sale,Rented,True,578,17,2025-08-23,2025-08-11,2025-08-24,2.15
214,211,77,Beautiful Villa in Dubai Marina,"Trouble have brother first help form maybe. War low game late. Again either plan suffer director whose.
Speech particular according American. Bit class station perform close though sell. Tax assume future town.
Bit industry research strong eye. Baby exactly agree kind to.
Customer thousand record movie. Position where certain more. Your wish none area. Never worry perhaps such write discussion fact him.
Fight dinner imagine. Clearly animal energy town. Second exist study prevent front.",5310749,Lease,Under Renovation,False,661,46,2025-08-23,2025-08-17,2025-08-24,3.0
215,244,99,Beautiful Apartment in Dubai Marina,"Physical modern especially daughter field respond. Appear report beat behavior old. Various direction base risk fall.
Believe white resource identify mean painting across. Note simple baby forget these.
Sister so lot cost here deal. Wonder security rock value travel. Clearly choose financial hold.
Music first hear meeting television husband road. Actually what rather believe policy newspaper. Late price near such red.",3844278,Sale,Sold,False,602,24,2025-08-23,2025-08-19,2025-08-24,2.69
216,104,80,Beautiful Villa in Palm Jumeirah,"Economic level camera check part animal quickly occur. Notice spend same.
Station company easy conference. Few large within.
Huge cover half major. Stand space whole dog next remember.
Relationship bank whose thus against indeed. Learn involve while professor. Boy add pay catch house possible.
Pull structure practice right my. Style past on guess into where eat part.
Style race watch sing provide. His but could majority.",3067210,Sale,Sold,False,381,16,2025-08-23,2025-07-28,2025-08-24,4.04
217,441,99,Beautiful Apartment in Dubai Marina,"Mention analysis skill add start material enough agency. Soldier suffer similar business lead lead word form. Age until view finally chance lot.
Director step investment seek or sign affect southern. Natural teacher site something for fund guy.
Half themselves half pick cell. Choose certain road decide reveal. Audience city necessary.
Land face speak always nature.
Goal we born result. True specific talk road society movement.",12799001,Sale,Rented,False,540,39,2025-08-23,2025-08-19,2025-08-24,4.82
218,276,75,Beautiful Townhouse in Downtown Dubai,"Nisi eveniet sint. Harum dolorem omnis odio minima repellendus minus eius. Minus numquam cumque. Labore recusandae nobis velit voluptate dolor ducimus.
A praesentium nesciunt molestiae. Incidunt dolorem nemo culpa vel.
Ipsa nemo quidem quia perferendis. Dolor labore totam exercitationem quam veniam aperiam perspiciatis.
Deserunt voluptas sint eius in. Facere ex nesciunt. Aliquam quae ratione ut.",7533038,Sale,Under Contract,False,429,45,2025-08-23,2025-08-05,2025-08-24,4.85
219,137,81,Beautiful Villa in Dubai Marina,"Ad nostrum dolore distinctio fugiat enim necessitatibus. Veniam quia fuga iure.
Et sint alias magni sed mollitia perferendis totam. Corrupti magni explicabo repudiandae incidunt occaecati asperiores.
Fugiat et nemo quasi nulla qui. Quidem asperiores vel atque ullam.
Esse esse dolorum consequatur corporis. Repellat excepturi quam nemo cupiditate.
Commodi ipsa vero commodi excepturi. Reprehenderit quam ipsum nulla.",2075488,Rent,Under Renovation,True,641,11,2025-08-23,2025-08-13,2025-08-24,4.12
220,168,47,Beautiful Apartment in Dubai Marina,"Determine we home past.
Heart important opportunity report shake stand.
Green international positive people yes. Everyone gas fill. Nice every system senior worker former.
Soldier leader table race. Leader child college chair others throughout choose. Center financial increase office teacher across report.
Face that finish environment paper manager place. Here you present all. Election join gun out support place.",1071161,Sale,Sold,True,555,3,2025-08-23,2025-07-25,2025-08-24,2.02
221,37,9,Beautiful Townhouse in Palm Jumeirah,"Challenge seat manage us general. Day provide deep teach size body. Art sense nice dog relationship actually hold.
Even career bank per issue single. Policy decade magazine everything wear.
Increase economic enjoy community report. Beat mind town few follow personal however write.
Building learn section public across. Why detail team only. Seat drive party most think behavior. Leg computer unit note.",9862865,Rent,Under Renovation,True,114,45,2025-08-23,2025-08-17,2025-08-24,3.58
222,36,85,Beautiful Apartment in Downtown Dubai,"Address carry new nation us along exactly. Individual fast voice forward want senior compare look. Wish situation practice job Mr themselves stuff doctor.
Tv organization so our. Civil democratic hotel debate. Sister for term Democrat identify site plant.
List trial kitchen debate.
Ok push bit nor development voice. Time ready pattern choose.
Language price eight information. Traditional clear measure green visit.",11999426,Sale,Under Renovation,True,893,22,2025-08-23,2025-08-16,2025-08-24,2.38
223,120,100,Beautiful Townhouse in Palm Jumeirah,"Esse quae officia dicta ex. Omnis voluptatum exercitationem aliquam earum quia.
Sequi ab odit pariatur esse. Quisquam officiis quasi dolor. Ducimus eveniet neque qui consequatur corporis iusto voluptate.
Nostrum rem quidem ullam enim. Facere atque tempora ad maiores eaque sint eius.
Ratione animi fuga ad illum. Quaerat incidunt ducimus delectus illo.
Id fugiat soluta porro non. Perferendis ab voluptatum corrupti.
Vel quidem esse neque ipsam id. Porro ipsam aut minus.",4509386,Rent,Available,False,961,45,2025-08-23,2025-08-06,2025-08-24,3.21
224,316,95,Beautiful Townhouse in Palm Jumeirah,"Debitis incidunt a magnam quibusdam.
Voluptas sed consectetur quam officia. Consequatur recusandae vero eos. Alias labore delectus provident.
Quam repellendus mollitia alias. Mollitia accusamus velit nesciunt.
Maxime dolore optio earum.
Iure exercitationem dolorem laudantium. Similique et iste repellat. Amet minus qui dolorem nisi blanditiis repudiandae.
Et voluptate ea aliquid. Minima adipisci possimus tempore eos perspiciatis cumque id.
Voluptatibus atque fugit aspernatur alias suscipit eos.",2544714,Rent,Under Construction,False,269,43,2025-08-23,2025-08-23,2025-08-24,2.23
225,285,83,Beautiful Villa in Downtown Dubai,"Continue little so eye increase receive. Save type know under future hear.
Town fish president board serious the college. Contain economy break quickly remember.
Wait husband respond should return. Tonight network little bring defense actually hour.
Hospital before out whom. Plan color area business. Opportunity significant cost. Morning less film over memory.
Available role although inside place. This per because again.",7739124,Lease,Under Renovation,True,898,46,2025-08-23,2025-08-17,2025-08-24,2.27
226,245,97,Beautiful Townhouse in Downtown Dubai,"Lose personal somebody know particular. Chair voice five cold. Language five would later base stage.
Stage senior Mr wish.
Market perform institution drop need. Product kid late report tree leg force computer. Worker stuff task interest.
Military class lead write he billion arrive through. Quickly outside less full customer sort building. Guess fly throw performance box senior.
Yeah policy growth cell. Finish television mention model peace officer wall. Know you state yes single next pattern.",7496599,Sale,Rented,False,536,44,2025-08-23,2025-07-28,2025-08-24,2.44
227,314,60,Beautiful Villa in Palm Jumeirah,"His control news practice how hear reach visit. Anyone smile recognize save civil firm space cut. Month alone develop seven student sport.
Tax big fine their voice first year.
Similar message guess recently. Thousand remain get manage vote certainly.
Political throw officer about seek represent. Remain black activity friend explain.
Region decide line side human operation. Force thank place statement hundred change training. Care factor stuff real late.
Live bag camera over until police.",10832400,Rent,Available,False,449,32,2025-08-23,2025-08-18,2025-08-24,3.05
228,151,95,Beautiful Apartment in Downtown Dubai,"Poor community moment after its land role. Sense like three step.
Member water stuff impact. More treat several air while see few. Artist candidate sound body us bring TV.
Spring your simply operation network safe unit. Wide a soldier gun. Outside rich act traditional activity reality task.
Store color billion reality language. Thousand girl bit discover option into herself. Event maybe culture improve recent few market. Idea write summer.",11544064,Lease,Sold,False,656,19,2025-08-23,2025-07-25,2025-08-24,4.37
229,274,51,Beautiful Townhouse in Dubai Marina,"Letter I music anyone describe. Safe opportunity well Mr.
Sport others weight provide watch. College page people of. Education financial far. Watch mention act soon.
Suddenly treatment degree want find former. Learn six across relate decide. Already support purpose pressure enough industry.
She rise short space. Better move that level movie. Article open of speak. Maintain person risk build event town.
Under leader can realize something detail particular. Throughout attack score catch best gas.",4786814,Sale,Rented,True,25,42,2025-08-23,2025-08-07,2025-08-24,3.02
230,70,85,Beautiful Apartment in Dubai Marina,"Easy especially possible into something. Reason pressure until perhaps security create teach.
International age lot fish event population. Pattern garden group least note thank.
Speak focus operation few professional deal. Guy company worry base. Trial area necessary there same wish tend.
My hope purpose financial house. Than sea indeed those choose money fly.
Think those anyone center alone Mrs Democrat. Name culture institution sort around what.",2088596,Sale,Off Market,True,10,36,2025-08-23,2025-08-01,2025-08-24,2.91
231,472,69,Beautiful Villa in Downtown Dubai,"Optio praesentium sunt rerum soluta doloribus. Impedit fugiat error illo magni eligendi ad. Inventore non veritatis ea dolorum at commodi.
Et omnis modi quas earum error quidem. Cupiditate assumenda tempore perferendis delectus harum saepe cupiditate. Harum excepturi nisi quos necessitatibus sapiente corporis.
Voluptates nam reprehenderit sit id voluptatem provident. Ipsum repellat modi adipisci iste. Reiciendis delectus hic autem quo.",4546577,Lease,Rented,False,95,38,2025-08-23,2025-07-31,2025-08-24,2.96
232,287,56,Beautiful Apartment in Palm Jumeirah,"Consequuntur provident libero. Numquam dolore similique neque quia id quis. Delectus reiciendis iure vero itaque assumenda.
Unde nulla fugit animi quasi. Repudiandae alias voluptate magnam voluptatem. Harum voluptatem fugit eligendi odio eaque.
Tempora quod alias reiciendis harum iusto quibusdam. Nostrum molestias saepe culpa nostrum qui soluta accusamus.
Maiores inventore sunt culpa consequuntur voluptatum reprehenderit. In laudantium eaque magni beatae illum consequatur.",14416698,Lease,Available,True,93,44,2025-08-23,2025-08-05,2025-08-24,2.53
233,212,26,Beautiful Apartment in Dubai Marina,"Thousand recent window fire type. Watch consumer perhaps speech arrive help. Improve language though pass lose physical.
This police manage weight. Find control job system medical. Answer group become detail ten simple.
Probably alone friend fund one put scientist top. Moment stage hit marriage memory story court however.
Term benefit job size team billion relate. Affect writer process ready land because.",13793494,Rent,Under Contract,False,400,37,2025-08-23,2025-08-18,2025-08-24,3.66
234,273,97,Beautiful Villa in Dubai Marina,"A dicta facere nihil nulla nemo quo fugiat.
Dolor nostrum maxime consequuntur autem. Fugiat ipsam placeat.
Optio eos dignissimos modi porro officia dolores. Unde reprehenderit perferendis accusamus. Facere nemo repellat iure dicta ea.
Ullam harum ea autem deleniti odit. Autem nostrum sunt quidem. Cum distinctio doloribus fuga voluptatum laudantium. Officia repudiandae reiciendis.",13812274,Rent,Under Contract,False,695,10,2025-08-23,2025-08-05,2025-08-24,2.43
235,327,90,Beautiful Villa in Palm Jumeirah,"Ut eum voluptates aut. Vero nihil doloribus repudiandae natus quasi.
Dicta repellendus illo. Culpa a pariatur repudiandae officia. Eligendi voluptatibus reprehenderit fugit delectus temporibus fuga ipsam.
Perferendis numquam provident. Eveniet totam deleniti mollitia nesciunt.
Similique necessitatibus facilis a.
Quis hic soluta culpa incidunt pariatur incidunt. Eligendi reprehenderit nostrum ipsam ipsa beatae. Maiores magni quisquam modi laborum laudantium cum.",14857558,Sale,Under Renovation,False,418,47,2025-08-23,2025-08-16,2025-08-24,2.19
236,393,80,Beautiful Apartment in Palm Jumeirah,"Nisi in temporibus minima qui eligendi est. Voluptas aperiam odit inventore nobis et tenetur. Suscipit quisquam hic eaque tempore nulla.
Incidunt similique quia laudantium rerum doloribus aliquid incidunt. Recusandae optio ea fugiat.
Inventore praesentium eius ipsa aut porro et. Beatae nisi similique at enim doloremque facilis laudantium. Numquam maiores quidem doloribus ipsa aspernatur harum.",4392961,Sale,Under Contract,True,293,37,2025-08-23,2025-08-16,2025-08-24,4.09
237,37,27,Beautiful Villa in Palm Jumeirah,"Culpa ea minus totam distinctio minus. Exercitationem nihil voluptatem excepturi impedit. Rerum numquam ipsam sequi.
Error ut neque accusantium nisi explicabo praesentium. Alias recusandae nostrum at. Illo nihil consequatur deleniti.
Aut tenetur iure fugiat doloribus. Delectus quibusdam vel.
Pariatur nostrum illum dignissimos voluptate dolorem. Minus nisi omnis excepturi libero temporibus qui excepturi.",5334048,Sale,Rented,False,249,21,2025-08-23,2025-08-20,2025-08-24,4.17
238,380,16,Beautiful Townhouse in Dubai Marina,"Court tax sell such simply. Beat concern best six both catch. Political development fund join.
Party sing pass remember be road determine. Prepare organization attorney government free hair.
Young recently idea if but beautiful. Fact serious professional place company partner. Phone call forward production. How right point continue finally floor.
Bad often production happy east apply site. Everybody reflect staff letter doctor. Keep condition area travel. Other easy impact answer concern with.",13903392,Lease,Available,True,524,48,2025-08-23,2025-08-11,2025-08-24,3.3
239,498,47,Beautiful Townhouse in Downtown Dubai,"Everyone behind crime worry until since draw collection. Economy century call.
Until guess dark culture pressure hour develop. Character action interview meet.
Several student century cost during Republican. Case necessary from ground remember six coach.
Day quickly consider religious role lose college. Able table only detail manager window realize. After exactly image.
Black beat consumer spend. Bed recent forget late price rise follow past. Any air though most child recent writer.",1417362,Rent,Sold,True,688,22,2025-08-23,2025-08-06,2025-08-24,4.7
240,203,26,Beautiful Townhouse in Dubai Marina,"Me interesting hair argue wind. Suddenly plant catch industry investment instead. Seat official military quality mind. More keep trip.
None fast lose until reality health why answer. Suggest western young. Talk contain old news.
Fine last rise would fear. Center government leave seek.
Size respond the first into. They get million lose.
Offer concern base. Marriage word sister common term government center culture.",8731730,Rent,Under Construction,False,491,40,2025-08-23,2025-08-07,2025-08-24,2.78
241,41,85,Beautiful Townhouse in Palm Jumeirah,"Strong finally suddenly street. Painting nature check treatment.
Give yourself main crime however interest. Start ok everyone join together.
Know charge perform right quite politics. Late change notice memory such drug.
State enjoy continue administration agree. Sound never almost window be letter speak. Size rest institution subject maybe.
Question consider spend question town however. Somebody owner magazine sure factor.",555805,Rent,Under Construction,True,114,8,2025-08-23,2025-08-11,2025-08-24,3.74
242,150,32,Beautiful Townhouse in Dubai Marina,"Low build little three trouble. Find shoulder scientist industry him determine.
Traditional continue son public. This pretty information improve understand manager. Run up throughout stuff light security trial. Alone food speak pretty scene debate.
He service of wrong manager treatment. Well good coach fund least prove without collection.
Respond partner like window much get. Down full decade economy wrong.",8881669,Lease,Off Market,False,864,18,2025-08-23,2025-08-05,2025-08-24,3.86
243,421,70,Beautiful Apartment in Dubai Marina,"In nemo provident minus porro. Ducimus repellendus vitae labore temporibus beatae ratione.
Ducimus aliquam illo aliquam inventore vitae modi. Repellat dolor dolore nam. Nisi aperiam cupiditate soluta ex.
Reiciendis iusto dignissimos quaerat reprehenderit iste. Facere odio repudiandae voluptates rerum laborum dolorum.
Quasi nobis veniam. Dolorem a autem vel aliquam. Enim facilis accusamus ipsa temporibus.",13329231,Lease,Available,False,625,14,2025-08-23,2025-08-02,2025-08-24,3.46
244,213,52,Beautiful Villa in Downtown Dubai,"Molestias magni aperiam quidem soluta.
Officia delectus cumque ipsam suscipit ipsam doloremque. Amet libero fugiat numquam maxime veritatis laudantium aspernatur. Excepturi quasi illo magni corporis.
Dolor omnis aspernatur repellendus earum.
Voluptas asperiores quos similique. Iure quae itaque ullam id enim.
Ab quos soluta optio accusamus dignissimos quis. Porro aut totam porro molestias ipsam perferendis minima. Eos veniam culpa nesciunt dolor odit.",717713,Sale,Available,False,286,33,2025-08-23,2025-08-05,2025-08-24,3.19
245,142,3,Beautiful Townhouse in Palm Jumeirah,"Porro cupiditate rem. Porro itaque explicabo vel.
Commodi ratione iste tenetur. Nostrum blanditiis beatae ipsum eos porro voluptas hic.
Blanditiis fuga id autem saepe. Ipsum eum facere atque.
Vel reprehenderit nisi occaecati. Veniam asperiores nostrum assumenda quaerat odio molestiae. Aliquam veritatis fuga.
Necessitatibus non minima aspernatur nihil quam eius. Iste harum eveniet numquam ut perferendis enim. Natus unde dolores recusandae.",11689369,Sale,Under Construction,False,441,0,2025-08-23,2025-08-09,2025-08-24,4.55
246,319,60,Beautiful Apartment in Downtown Dubai,"Quis temporibus atque quidem fugit enim. Officiis commodi voluptatem temporibus. Officiis nam unde necessitatibus rem illum eum ad.
Enim rem exercitationem cumque neque ex consequatur. Error a quod reprehenderit repellendus mollitia veritatis.
Reiciendis in veniam sapiente fuga cum unde. Hic similique tenetur. Quos ratione eius quasi sapiente iure. Accusantium cum magni numquam officiis soluta unde.
Dolore nulla alias distinctio cum animi. Soluta enim sequi. Ab minus minus ullam.",5021846,Rent,Sold,False,78,39,2025-08-23,2025-08-11,2025-08-24,3.39
247,360,59,Beautiful Townhouse in Palm Jumeirah,"Suscipit doloribus optio inventore at. Aliquid modi corporis cupiditate velit corporis. Officia totam minima nobis.
Eius eaque consectetur ad quaerat iste. Ipsum consequuntur ab officiis. Possimus amet ratione.
Nobis alias hic nostrum. Cupiditate vero nesciunt laborum incidunt incidunt atque. Error adipisci quisquam sapiente reiciendis quas.
Voluptatum velit nisi optio ex provident nam. Nostrum voluptatibus repellendus eveniet voluptatum quidem voluptatibus. Laborum modi quam quo explicabo.",13740852,Lease,Available,True,962,42,2025-08-23,2025-08-06,2025-08-24,4.69
248,129,99,Beautiful Townhouse in Dubai Marina,"Theory tax type scientist address store. Down act but apply them eat investment.
Carry quality beautiful prove. Cause day something despite. Summer guy vote huge common send.
Anything though accept for suffer away. Ability space bit husband official reflect such.
Its decide gas play cup. Unit property positive possible specific prove office.
Size view feeling might smile party. Today my he campaign least lead.",9298263,Sale,Sold,True,613,18,2025-08-23,2025-08-09,2025-08-24,2.61
